file,class,polygon_idx,n_polygons,valid,validity_reason,area_ha,centroid_lat,centroid_lon,in_up_bbox,district,approx_pixels_10m,neg_subtype
30.kml,non_sugarcane,0.0,1,True,Valid,0.43610016755126424,28.398192526007076,77.91065662804243,True,Bulandshahr,44,unlabeled (numeric)
31.kml,non_sugarcane,0.0,1,True,Valid,0.11660094333579728,28.398920316136557,77.91103990939345,True,Bulandshahr,12,unlabeled (numeric)
32.kml,non_sugarcane,0.0,1,True,Valid,0.4109670580286267,28.40169142052563,77.90725308009841,True,Bulandshahr,41,unlabeled (numeric)
33.kml,non_sugarcane,0.0,1,True,Valid,0.09996824756597034,28.39699954488723,77.91059195177029,True,Bulandshahr,10,unlabeled (numeric)
34.kml,non_sugarcane,0.0,1,True,Valid,0.21616253545513942,28.400584574927574,77.90519892017373,True,Bulandshahr,22,unlabeled (numeric)
35.kml,non_sugarcane,0.0,1,True,Valid,0.4345133345922899,28.403101904865757,77.90696253111626,True,Bulandshahr,43,unlabeled (numeric)
36.kml,non_sugarcane,0.0,1,True,Valid,0.1703975980633844,28.40451324277208,77.90798428804578,True,Bulandshahr,17,unlabeled (numeric)
37.kml,non_sugarcane,0.0,1,True,Valid,0.42338486510408646,28.40467672182113,77.90735637511797,True,Bulandshahr,42,unlabeled (numeric)
38.kml,non_sugarcane,0.0,1,True,Valid,0.34340901528501816,28.383307304036634,77.84576972066745,True,Bulandshahr,34,unlabeled (numeric)
39.kml,non_sugarcane,0.0,1,True,Valid,0.9211342927079208,28.389038207485687,77.89868026076822,True,Bulandshahr,92,unlabeled (numeric)
4.kml,non_sugarcane,0.0,1,True,Valid,0.19865322218221534,28.38681382836912,77.89570567016192,True,Bulandshahr,20,unlabeled (numeric)
40.kml,non_sugarcane,0.0,1,True,Valid,0.39246696153582594,28.395362990437444,77.90159377321461,True,Bulandshahr,39,unlabeled (numeric)
41.kml,non_sugarcane,0.0,1,True,Valid,0.585069085026649,28.396050254824498,77.90058308879611,True,Bulandshahr,59,unlabeled (numeric)
5.kml,non_sugarcane,0.0,1,True,Valid,0.1497877724869659,28.386644271025975,77.89556959487636,True,Bulandshahr,15,unlabeled (numeric)
6.kml,non_sugarcane,0.0,1,True,Valid,0.28598089680745825,28.385523979754048,77.8964344014774,True,Bulandshahr,29,unlabeled (numeric)
7.kml,non_sugarcane,0.0,1,True,Valid,0.24614088505176715,28.383873443054078,77.90321292181665,True,Bulandshahr,25,unlabeled (numeric)
8.kml,non_sugarcane,0.0,1,True,Valid,0.1367107334043106,28.38459319693403,77.90358184193188,True,Bulandshahr,14,unlabeled (numeric)
9.kml,non_sugarcane,0.0,1,True,Valid,1.1825114148953495,28.385812321594372,77.90404486132252,True,Bulandshahr,118,unlabeled (numeric)
Corn Farm.2.kml,non_sugarcane,0.0,2,True,Valid,0.2127620581406897,27.209284866108497,79.04868217905809,True,Mainpuri,21,maize
Corn Farm.2.kml,non_sugarcane,1.0,2,True,Valid,0.20413369100504447,27.209188912924002,79.049220432917,True,Mainpuri,20,maize
Corn Farm.22.kml,non_sugarcane,0.0,23,True,Valid,0.2127620581406897,27.209284866108497,79.04868217905809,True,Mainpuri,21,maize
Corn Farm.22.kml,non_sugarcane,1.0,23,True,Valid,0.20413369100504447,27.209188912924002,79.049220432917,True,Mainpuri,20,maize
Corn Farm.22.kml,non_sugarcane,2.0,23,True,Valid,0.2199344318815267,27.209031654263903,79.05116110968036,True,Mainpuri,22,maize
Corn Farm.22.kml,non_sugarcane,3.0,23,True,Valid,0.12162661104261802,27.20862219433518,79.05214750475317,True,Mainpuri,12,maize
Corn Farm.22.kml,non_sugarcane,4.0,23,True,Valid,0.1881028310439229,27.207988217666408,79.05609572848996,True,Mainpuri,19,maize
Corn Farm.22.kml,non_sugarcane,5.0,23,True,Valid,0.08300617729784003,27.20697423031074,79.05859574449579,True,Mainpuri,8,maize
Corn Farm.22.kml,non_sugarcane,6.0,23,True,Valid,0.19457441773731812,27.20678536721034,79.05910463361957,True,Mainpuri,19,maize
Corn Farm.22.kml,non_sugarcane,7.0,23,True,Valid,0.20918185556818622,27.20632649581568,79.0596589010536,True,Mainpuri,21,maize
Corn Farm.22.kml,non_sugarcane,8.0,23,True,Valid,0.07658248485800523,27.20554229259495,79.06110085858894,True,Mainpuri,8,maize
Corn Farm.22.kml,non_sugarcane,9.0,23,True,Valid,0.2437260127246196,27.204281382333832,79.06227729404519,True,Mainpuri,24,maize
Corn Farm.22.kml,non_sugarcane,10.0,23,True,Valid,0.10014770589463978,27.203923666666682,79.06225868345554,True,Mainpuri,10,maize
Corn Farm.22.kml,non_sugarcane,11.0,23,True,Valid,0.5110105637367045,27.203607244089344,79.06176894664569,True,Mainpuri,51,maize
Corn Farm.22.kml,non_sugarcane,12.0,23,True,Valid,0.12178379594565476,27.20296793198925,79.06221817977266,True,Mainpuri,12,maize
Corn Farm.22.kml,non_sugarcane,13.0,23,True,Valid,0.13245035109848083,27.202854502099335,79.06250603520657,True,Mainpuri,13,maize
Corn Farm.22.kml,non_sugarcane,14.0,23,True,Valid,0.11933276430045762,27.20278456894591,79.06290298106437,True,Mainpuri,12,maize
Corn Farm.22.kml,non_sugarcane,15.0,23,True,Valid,0.10879108388435137,27.2021605935774,79.06338341077337,True,Mainpuri,11,maize
Corn Farm.22.kml,non_sugarcane,16.0,23,True,Valid,0.1331498573427146,27.20208269728498,79.0643016141944,True,Mainpuri,13,maize
Corn Farm.22.kml,non_sugarcane,17.0,23,True,Valid,0.19216655329606402,27.205089159017472,79.05023103029868,True,Mainpuri,19,maize
Corn Farm.22.kml,non_sugarcane,18.0,23,True,Valid,0.18710828244787311,27.20445921001488,79.0513952187478,True,Mainpuri,19,maize
Corn Farm.22.kml,non_sugarcane,19.0,23,True,Valid,0.4073579290314396,27.204277759491376,79.05179640150571,True,Mainpuri,41,maize
Corn Farm.22.kml,non_sugarcane,20.0,23,True,Valid,0.36277567223746615,27.20356792530992,79.05158917900863,True,Mainpuri,36,maize
Corn Farm.22.kml,non_sugarcane,21.0,23,True,Valid,0.18156231303663925,27.20374051460387,79.05267347456109,True,Mainpuri,18,maize
Corn Farm.22.kml,non_sugarcane,22.0,23,True,Valid,0.4041652975188109,27.200233868332607,79.05364553016639,True,Mainpuri,40,maize
Corn Farm.23.kml,non_sugarcane,0.0,24,True,Valid,0.2127620581406897,27.209284866108497,79.04868217905809,True,Mainpuri,21,maize
Corn Farm.23.kml,non_sugarcane,1.0,24,True,Valid,0.20413369100504447,27.209188912924002,79.049220432917,True,Mainpuri,20,maize
Corn Farm.23.kml,non_sugarcane,2.0,24,True,Valid,0.2199344318815267,27.209031654263903,79.05116110968036,True,Mainpuri,22,maize
Corn Farm.23.kml,non_sugarcane,3.0,24,True,Valid,0.12162661104261802,27.20862219433518,79.05214750475317,True,Mainpuri,12,maize
Corn Farm.23.kml,non_sugarcane,4.0,24,True,Valid,0.1881028310439229,27.207988217666408,79.05609572848996,True,Mainpuri,19,maize
Corn Farm.23.kml,non_sugarcane,5.0,24,True,Valid,0.08300617729784003,27.20697423031074,79.05859574449579,True,Mainpuri,8,maize
Corn Farm.23.kml,non_sugarcane,6.0,24,True,Valid,0.19457441773731812,27.20678536721034,79.05910463361957,True,Mainpuri,19,maize
Corn Farm.23.kml,non_sugarcane,7.0,24,True,Valid,0.20918185556818622,27.20632649581568,79.0596589010536,True,Mainpuri,21,maize
Corn Farm.23.kml,non_sugarcane,8.0,24,True,Valid,0.07658248485800523,27.20554229259495,79.06110085858894,True,Mainpuri,8,maize
Corn Farm.23.kml,non_sugarcane,9.0,24,True,Valid,0.2437260127246196,27.204281382333832,79.06227729404519,True,Mainpuri,24,maize
Corn Farm.23.kml,non_sugarcane,10.0,24,True,Valid,0.10014770589463978,27.203923666666682,79.06225868345554,True,Mainpuri,10,maize
Corn Farm.23.kml,non_sugarcane,11.0,24,True,Valid,0.5110105637367045,27.203607244089344,79.06176894664569,True,Mainpuri,51,maize
Corn Farm.23.kml,non_sugarcane,12.0,24,True,Valid,0.12178379594565476,27.20296793198925,79.06221817977266,True,Mainpuri,12,maize
Corn Farm.23.kml,non_sugarcane,13.0,24,True,Valid,0.13245035109848083,27.202854502099335,79.06250603520657,True,Mainpuri,13,maize
Corn Farm.23.kml,non_sugarcane,14.0,24,True,Valid,0.11933276430045762,27.20278456894591,79.06290298106437,True,Mainpuri,12,maize
Corn Farm.23.kml,non_sugarcane,15.0,24,True,Valid,0.10879108388435137,27.2021605935774,79.06338341077337,True,Mainpuri,11,maize
Corn Farm.23.kml,non_sugarcane,16.0,24,True,Valid,0.1331498573427146,27.20208269728498,79.0643016141944,True,Mainpuri,13,maize
Corn Farm.23.kml,non_sugarcane,17.0,24,True,Valid,0.19216655329606402,27.205089159017472,79.05023103029868,True,Mainpuri,19,maize
Corn Farm.23.kml,non_sugarcane,18.0,24,True,Valid,0.18710828244787311,27.20445921001488,79.0513952187478,True,Mainpuri,19,maize
Corn Farm.23.kml,non_sugarcane,19.0,24,True,Valid,0.4073579290314396,27.204277759491376,79.05179640150571,True,Mainpuri,41,maize
Corn Farm.23.kml,non_sugarcane,20.0,24,True,Valid,0.36277567223746615,27.20356792530992,79.05158917900863,True,Mainpuri,36,maize
Corn Farm.23.kml,non_sugarcane,21.0,24,True,Valid,0.18156231303663925,27.20374051460387,79.05267347456109,True,Mainpuri,18,maize
Corn Farm.23.kml,non_sugarcane,22.0,24,True,Valid,0.4041652975188109,27.200233868332607,79.05364553016639,True,Mainpuri,40,maize
Corn Farm.23.kml,non_sugarcane,23.0,24,True,Valid,0.19358528727993546,27.20075084556349,79.05522635775247,True,Mainpuri,19,maize
Corn Farm.25.kml,non_sugarcane,0.0,26,True,Valid,0.2127620581406897,27.209284866108497,79.04868217905809,True,Mainpuri,21,maize
Corn Farm.25.kml,non_sugarcane,1.0,26,True,Valid,0.20413369100504447,27.209188912924002,79.049220432917,True,Mainpuri,20,maize
Corn Farm.25.kml,non_sugarcane,2.0,26,True,Valid,0.2199344318815267,27.209031654263903,79.05116110968036,True,Mainpuri,22,maize
Corn Farm.25.kml,non_sugarcane,3.0,26,True,Valid,0.12162661104261802,27.20862219433518,79.05214750475317,True,Mainpuri,12,maize
Corn Farm.25.kml,non_sugarcane,4.0,26,True,Valid,0.1881028310439229,27.207988217666408,79.05609572848996,True,Mainpuri,19,maize
Corn Farm.25.kml,non_sugarcane,5.0,26,True,Valid,0.08300617729784003,27.20697423031074,79.05859574449579,True,Mainpuri,8,maize
Corn Farm.25.kml,non_sugarcane,6.0,26,True,Valid,0.19457441773731812,27.20678536721034,79.05910463361957,True,Mainpuri,19,maize
Corn Farm.25.kml,non_sugarcane,7.0,26,True,Valid,0.20918185556818622,27.20632649581568,79.0596589010536,True,Mainpuri,21,maize
Corn Farm.25.kml,non_sugarcane,8.0,26,True,Valid,0.07658248485800523,27.20554229259495,79.06110085858894,True,Mainpuri,8,maize
Corn Farm.25.kml,non_sugarcane,9.0,26,True,Valid,0.2437260127246196,27.204281382333832,79.06227729404519,True,Mainpuri,24,maize
Corn Farm.25.kml,non_sugarcane,10.0,26,True,Valid,0.10014770589463978,27.203923666666682,79.06225868345554,True,Mainpuri,10,maize
Corn Farm.25.kml,non_sugarcane,11.0,26,True,Valid,0.5110105637367045,27.203607244089344,79.06176894664569,True,Mainpuri,51,maize
Corn Farm.25.kml,non_sugarcane,12.0,26,True,Valid,0.12178379594565476,27.20296793198925,79.06221817977266,True,Mainpuri,12,maize
Corn Farm.25.kml,non_sugarcane,13.0,26,True,Valid,0.13245035109848083,27.202854502099335,79.06250603520657,True,Mainpuri,13,maize
Corn Farm.25.kml,non_sugarcane,14.0,26,True,Valid,0.11933276430045762,27.20278456894591,79.06290298106437,True,Mainpuri,12,maize
Corn Farm.25.kml,non_sugarcane,15.0,26,True,Valid,0.10879108388435137,27.2021605935774,79.06338341077337,True,Mainpuri,11,maize
Corn Farm.25.kml,non_sugarcane,16.0,26,True,Valid,0.1331498573427146,27.20208269728498,79.0643016141944,True,Mainpuri,13,maize
Corn Farm.25.kml,non_sugarcane,17.0,26,True,Valid,0.19216655329606402,27.205089159017472,79.05023103029868,True,Mainpuri,19,maize
Corn Farm.25.kml,non_sugarcane,18.0,26,True,Valid,0.18710828244787311,27.20445921001488,79.0513952187478,True,Mainpuri,19,maize
Corn Farm.25.kml,non_sugarcane,19.0,26,True,Valid,0.4073579290314396,27.204277759491376,79.05179640150571,True,Mainpuri,41,maize
Corn Farm.25.kml,non_sugarcane,20.0,26,True,Valid,0.36277567223746615,27.20356792530992,79.05158917900863,True,Mainpuri,36,maize
Corn Farm.25.kml,non_sugarcane,21.0,26,True,Valid,0.18156231303663925,27.20374051460387,79.05267347456109,True,Mainpuri,18,maize
Corn Farm.25.kml,non_sugarcane,22.0,26,True,Valid,0.4041652975188109,27.200233868332607,79.05364553016639,True,Mainpuri,40,maize
Corn Farm.25.kml,non_sugarcane,23.0,26,True,Valid,0.19358528727993546,27.20075084556349,79.05522635775247,True,Mainpuri,19,maize
Corn Farm.25.kml,non_sugarcane,24.0,26,True,Valid,0.18066934499653597,27.199371386633768,79.05880408963522,True,Mainpuri,18,maize
Corn Farm.25.kml,non_sugarcane,25.0,26,True,Valid,0.12218151467184978,27.199712447129528,79.0594011157842,True,Mainpuri,12,maize
Maize1-June2023.kml,non_sugarcane,0.0,1,True,Valid,0.04886519852127299,28.409783975008633,79.39118068764645,True,Bareilly,5,maize
Maize10-June2023.kml,non_sugarcane,0.0,1,True,Valid,0.19511552131668947,28.418434459914636,79.39636628647217,True,Bareilly,20,maize
Maize11-June2023.kml,non_sugarcane,0.0,1,True,Valid,0.3948612592006099,28.41908933637814,79.39725485887078,True,Bareilly,39,maize
Maize12-June2023.kml,non_sugarcane,0.0,1,True,Valid,0.08364644760426004,28.41964947717615,79.39731422884928,True,Bareilly,8,maize
Maize2-June2023.kml,non_sugarcane,0.0,1,True,Valid,0.10553460008917796,28.40935727115201,79.3910498296815,True,Bareilly,11,maize
Maize3-June2023.kml,non_sugarcane,0.0,1,True,Valid,0.15659692899733035,28.40916185438633,79.39139377194145,True,Bareilly,16,maize
Maize4-June2023.kml,non_sugarcane,0.0,1,True,Valid,0.1645632950016356,28.409995544009117,79.3924672752276,True,Bareilly,16,maize
Maize6-June2023.kml,non_sugarcane,0.0,1,True,Valid,0.3609894203570937,28.41215867446465,79.39395540491603,True,Bareilly,36,maize
Maize7-June2023.kml,non_sugarcane,0.0,1,True,Valid,0.13969513913357887,28.412619421491975,79.39310260510597,True,Bareilly,14,maize
Maize8-June2023.kml,non_sugarcane,0.0,1,True,Valid,0.19209588718594314,28.415397214329793,79.39499452448503,True,Bareilly,19,maize
Maize9-June2023.kml,non_sugarcane,0.0,1,True,Valid,0.19494506307688933,28.415821249559233,79.39517744846586,True,Bareilly,19,maize
Mango1-June2023.kml,non_sugarcane,0.0,1,True,Valid,0.8933088888037141,28.413579965415742,79.39489602858396,True,Bareilly,89,mango/orchard
Mango2-June2023.kml,non_sugarcane,0.0,1,True,Valid,1.1154511788592365,28.417349249297548,79.39462522990605,True,Bareilly,112,mango/orchard
Mango3-June2023.kml,non_sugarcane,0.0,1,True,Valid,1.1095851739240616,28.418001400754726,79.39507136996923,True,Bareilly,111,mango/orchard
NA.1.kml,non_sugarcane,0.0,1,True,Valid,0.2127620581406897,27.209284866108497,79.04868217905809,True,Mainpuri,21,unlabeled (numeric)
NA.10.kml,non_sugarcane,0.0,10,True,Valid,0.2127620581406897,27.209284866108497,79.04868217905809,True,Mainpuri,21,unlabeled (numeric)
NA.10.kml,non_sugarcane,1.0,10,True,Valid,0.20413369100504447,27.209188912924002,79.049220432917,True,Mainpuri,20,unlabeled (numeric)
NA.10.kml,non_sugarcane,2.0,10,True,Valid,0.2199344318815267,27.209031654263903,79.05116110968036,True,Mainpuri,22,unlabeled (numeric)
NA.10.kml,non_sugarcane,3.0,10,True,Valid,0.12162661104261802,27.20862219433518,79.05214750475317,True,Mainpuri,12,unlabeled (numeric)
NA.10.kml,non_sugarcane,4.0,10,True,Valid,0.1881028310439229,27.207988217666408,79.05609572848996,True,Mainpuri,19,unlabeled (numeric)
NA.10.kml,non_sugarcane,5.0,10,True,Valid,0.08300617729784003,27.20697423031074,79.05859574449579,True,Mainpuri,8,unlabeled (numeric)
NA.10.kml,non_sugarcane,6.0,10,True,Valid,0.19457441773731812,27.20678536721034,79.05910463361957,True,Mainpuri,19,unlabeled (numeric)
NA.10.kml,non_sugarcane,7.0,10,True,Valid,0.20918185556818622,27.20632649581568,79.0596589010536,True,Mainpuri,21,unlabeled (numeric)
NA.10.kml,non_sugarcane,8.0,10,True,Valid,0.07658248485800523,27.20554229259495,79.06110085858894,True,Mainpuri,8,unlabeled (numeric)
NA.10.kml,non_sugarcane,9.0,10,True,Valid,0.2437260127246196,27.204281382333832,79.06227729404519,True,Mainpuri,24,unlabeled (numeric)
NA.11.kml,non_sugarcane,0.0,11,True,Valid,0.2127620581406897,27.209284866108497,79.04868217905809,True,Mainpuri,21,unlabeled (numeric)
NA.11.kml,non_sugarcane,1.0,11,True,Valid,0.20413369100504447,27.209188912924002,79.049220432917,True,Mainpuri,20,unlabeled (numeric)
NA.11.kml,non_sugarcane,2.0,11,True,Valid,0.2199344318815267,27.209031654263903,79.05116110968036,True,Mainpuri,22,unlabeled (numeric)
NA.11.kml,non_sugarcane,3.0,11,True,Valid,0.12162661104261802,27.20862219433518,79.05214750475317,True,Mainpuri,12,unlabeled (numeric)
NA.11.kml,non_sugarcane,4.0,11,True,Valid,0.1881028310439229,27.207988217666408,79.05609572848996,True,Mainpuri,19,unlabeled (numeric)
NA.11.kml,non_sugarcane,5.0,11,True,Valid,0.08300617729784003,27.20697423031074,79.05859574449579,True,Mainpuri,8,unlabeled (numeric)
NA.11.kml,non_sugarcane,6.0,11,True,Valid,0.19457441773731812,27.20678536721034,79.05910463361957,True,Mainpuri,19,unlabeled (numeric)
NA.11.kml,non_sugarcane,7.0,11,True,Valid,0.20918185556818622,27.20632649581568,79.0596589010536,True,Mainpuri,21,unlabeled (numeric)
NA.11.kml,non_sugarcane,8.0,11,True,Valid,0.07658248485800523,27.20554229259495,79.06110085858894,True,Mainpuri,8,unlabeled (numeric)
NA.11.kml,non_sugarcane,9.0,11,True,Valid,0.2437260127246196,27.204281382333832,79.06227729404519,True,Mainpuri,24,unlabeled (numeric)
NA.11.kml,non_sugarcane,10.0,11,True,Valid,0.10014770589463978,27.203923666666682,79.06225868345554,True,Mainpuri,10,unlabeled (numeric)
NA.12.kml,non_sugarcane,0.0,12,True,Valid,0.2127620581406897,27.209284866108497,79.04868217905809,True,Mainpuri,21,unlabeled (numeric)
NA.12.kml,non_sugarcane,1.0,12,True,Valid,0.20413369100504447,27.209188912924002,79.049220432917,True,Mainpuri,20,unlabeled (numeric)
NA.12.kml,non_sugarcane,2.0,12,True,Valid,0.2199344318815267,27.209031654263903,79.05116110968036,True,Mainpuri,22,unlabeled (numeric)
NA.12.kml,non_sugarcane,3.0,12,True,Valid,0.12162661104261802,27.20862219433518,79.05214750475317,True,Mainpuri,12,unlabeled (numeric)
NA.12.kml,non_sugarcane,4.0,12,True,Valid,0.1881028310439229,27.207988217666408,79.05609572848996,True,Mainpuri,19,unlabeled (numeric)
NA.12.kml,non_sugarcane,5.0,12,True,Valid,0.08300617729784003,27.20697423031074,79.05859574449579,True,Mainpuri,8,unlabeled (numeric)
NA.12.kml,non_sugarcane,6.0,12,True,Valid,0.19457441773731812,27.20678536721034,79.05910463361957,True,Mainpuri,19,unlabeled (numeric)
NA.12.kml,non_sugarcane,7.0,12,True,Valid,0.20918185556818622,27.20632649581568,79.0596589010536,True,Mainpuri,21,unlabeled (numeric)
NA.12.kml,non_sugarcane,8.0,12,True,Valid,0.07658248485800523,27.20554229259495,79.06110085858894,True,Mainpuri,8,unlabeled (numeric)
NA.12.kml,non_sugarcane,9.0,12,True,Valid,0.2437260127246196,27.204281382333832,79.06227729404519,True,Mainpuri,24,unlabeled (numeric)
NA.12.kml,non_sugarcane,10.0,12,True,Valid,0.10014770589463978,27.203923666666682,79.06225868345554,True,Mainpuri,10,unlabeled (numeric)
NA.12.kml,non_sugarcane,11.0,12,True,Valid,0.5110105637367045,27.203607244089344,79.06176894664569,True,Mainpuri,51,unlabeled (numeric)
NA.13.kml,non_sugarcane,0.0,13,True,Valid,0.2127620581406897,27.209284866108497,79.04868217905809,True,Mainpuri,21,unlabeled (numeric)
NA.13.kml,non_sugarcane,1.0,13,True,Valid,0.20413369100504447,27.209188912924002,79.049220432917,True,Mainpuri,20,unlabeled (numeric)
NA.13.kml,non_sugarcane,2.0,13,True,Valid,0.2199344318815267,27.209031654263903,79.05116110968036,True,Mainpuri,22,unlabeled (numeric)
NA.13.kml,non_sugarcane,3.0,13,True,Valid,0.12162661104261802,27.20862219433518,79.05214750475317,True,Mainpuri,12,unlabeled (numeric)
NA.13.kml,non_sugarcane,4.0,13,True,Valid,0.1881028310439229,27.207988217666408,79.05609572848996,True,Mainpuri,19,unlabeled (numeric)
NA.13.kml,non_sugarcane,5.0,13,True,Valid,0.08300617729784003,27.20697423031074,79.05859574449579,True,Mainpuri,8,unlabeled (numeric)
NA.13.kml,non_sugarcane,6.0,13,True,Valid,0.19457441773731812,27.20678536721034,79.05910463361957,True,Mainpuri,19,unlabeled (numeric)
NA.13.kml,non_sugarcane,7.0,13,True,Valid,0.20918185556818622,27.20632649581568,79.0596589010536,True,Mainpuri,21,unlabeled (numeric)
NA.13.kml,non_sugarcane,8.0,13,True,Valid,0.07658248485800523,27.20554229259495,79.06110085858894,True,Mainpuri,8,unlabeled (numeric)
NA.13.kml,non_sugarcane,9.0,13,True,Valid,0.2437260127246196,27.204281382333832,79.06227729404519,True,Mainpuri,24,unlabeled (numeric)
NA.13.kml,non_sugarcane,10.0,13,True,Valid,0.10014770589463978,27.203923666666682,79.06225868345554,True,Mainpuri,10,unlabeled (numeric)
NA.13.kml,non_sugarcane,11.0,13,True,Valid,0.5110105637367045,27.203607244089344,79.06176894664569,True,Mainpuri,51,unlabeled (numeric)
NA.13.kml,non_sugarcane,12.0,13,True,Valid,0.12178379594565476,27.20296793198925,79.06221817977266,True,Mainpuri,12,unlabeled (numeric)
NA.14.kml,non_sugarcane,0.0,14,True,Valid,0.2127620581406897,27.209284866108497,79.04868217905809,True,Mainpuri,21,unlabeled (numeric)
NA.14.kml,non_sugarcane,1.0,14,True,Valid,0.20413369100504447,27.209188912924002,79.049220432917,True,Mainpuri,20,unlabeled (numeric)
NA.14.kml,non_sugarcane,2.0,14,True,Valid,0.2199344318815267,27.209031654263903,79.05116110968036,True,Mainpuri,22,unlabeled (numeric)
NA.14.kml,non_sugarcane,3.0,14,True,Valid,0.12162661104261802,27.20862219433518,79.05214750475317,True,Mainpuri,12,unlabeled (numeric)
NA.14.kml,non_sugarcane,4.0,14,True,Valid,0.1881028310439229,27.207988217666408,79.05609572848996,True,Mainpuri,19,unlabeled (numeric)
NA.14.kml,non_sugarcane,5.0,14,True,Valid,0.08300617729784003,27.20697423031074,79.05859574449579,True,Mainpuri,8,unlabeled (numeric)
NA.14.kml,non_sugarcane,6.0,14,True,Valid,0.19457441773731812,27.20678536721034,79.05910463361957,True,Mainpuri,19,unlabeled (numeric)
NA.14.kml,non_sugarcane,7.0,14,True,Valid,0.20918185556818622,27.20632649581568,79.0596589010536,True,Mainpuri,21,unlabeled (numeric)
NA.14.kml,non_sugarcane,8.0,14,True,Valid,0.07658248485800523,27.20554229259495,79.06110085858894,True,Mainpuri,8,unlabeled (numeric)
NA.14.kml,non_sugarcane,9.0,14,True,Valid,0.2437260127246196,27.204281382333832,79.06227729404519,True,Mainpuri,24,unlabeled (numeric)
NA.14.kml,non_sugarcane,10.0,14,True,Valid,0.10014770589463978,27.203923666666682,79.06225868345554,True,Mainpuri,10,unlabeled (numeric)
NA.14.kml,non_sugarcane,11.0,14,True,Valid,0.5110105637367045,27.203607244089344,79.06176894664569,True,Mainpuri,51,unlabeled (numeric)
NA.14.kml,non_sugarcane,12.0,14,True,Valid,0.12178379594565476,27.20296793198925,79.06221817977266,True,Mainpuri,12,unlabeled (numeric)
NA.14.kml,non_sugarcane,13.0,14,True,Valid,0.13245035109848083,27.202854502099335,79.06250603520657,True,Mainpuri,13,unlabeled (numeric)
NA.15.kml,non_sugarcane,0.0,16,True,Valid,0.2127620581406897,27.209284866108497,79.04868217905809,True,Mainpuri,21,unlabeled (numeric)
NA.15.kml,non_sugarcane,1.0,16,True,Valid,0.20413369100504447,27.209188912924002,79.049220432917,True,Mainpuri,20,unlabeled (numeric)
NA.15.kml,non_sugarcane,2.0,16,True,Valid,0.2199344318815267,27.209031654263903,79.05116110968036,True,Mainpuri,22,unlabeled (numeric)
NA.15.kml,non_sugarcane,3.0,16,True,Valid,0.12162661104261802,27.20862219433518,79.05214750475317,True,Mainpuri,12,unlabeled (numeric)
NA.15.kml,non_sugarcane,4.0,16,True,Valid,0.1881028310439229,27.207988217666408,79.05609572848996,True,Mainpuri,19,unlabeled (numeric)
NA.15.kml,non_sugarcane,5.0,16,True,Valid,0.08300617729784003,27.20697423031074,79.05859574449579,True,Mainpuri,8,unlabeled (numeric)
NA.15.kml,non_sugarcane,6.0,16,True,Valid,0.19457441773731812,27.20678536721034,79.05910463361957,True,Mainpuri,19,unlabeled (numeric)
NA.15.kml,non_sugarcane,7.0,16,True,Valid,0.20918185556818622,27.20632649581568,79.0596589010536,True,Mainpuri,21,unlabeled (numeric)
NA.15.kml,non_sugarcane,8.0,16,True,Valid,0.07658248485800523,27.20554229259495,79.06110085858894,True,Mainpuri,8,unlabeled (numeric)
NA.15.kml,non_sugarcane,9.0,16,True,Valid,0.2437260127246196,27.204281382333832,79.06227729404519,True,Mainpuri,24,unlabeled (numeric)
NA.15.kml,non_sugarcane,10.0,16,True,Valid,0.10014770589463978,27.203923666666682,79.06225868345554,True,Mainpuri,10,unlabeled (numeric)
NA.15.kml,non_sugarcane,11.0,16,True,Valid,0.5110105637367045,27.203607244089344,79.06176894664569,True,Mainpuri,51,unlabeled (numeric)
NA.15.kml,non_sugarcane,12.0,16,True,Valid,0.12178379594565476,27.20296793198925,79.06221817977266,True,Mainpuri,12,unlabeled (numeric)
NA.15.kml,non_sugarcane,13.0,16,True,Valid,0.13245035109848083,27.202854502099335,79.06250603520657,True,Mainpuri,13,unlabeled (numeric)
NA.15.kml,non_sugarcane,14.0,16,True,Valid,0.11933276430045762,27.20278456894591,79.06290298106437,True,Mainpuri,12,unlabeled (numeric)
NA.15.kml,non_sugarcane,15.0,16,True,Valid,0.10879108388435137,27.2021605935774,79.06338341077337,True,Mainpuri,11,unlabeled (numeric)
NA.16.kml,non_sugarcane,0.0,17,True,Valid,0.2127620581406897,27.209284866108497,79.04868217905809,True,Mainpuri,21,unlabeled (numeric)
NA.16.kml,non_sugarcane,1.0,17,True,Valid,0.20413369100504447,27.209188912924002,79.049220432917,True,Mainpuri,20,unlabeled (numeric)
NA.16.kml,non_sugarcane,2.0,17,True,Valid,0.2199344318815267,27.209031654263903,79.05116110968036,True,Mainpuri,22,unlabeled (numeric)
NA.16.kml,non_sugarcane,3.0,17,True,Valid,0.12162661104261802,27.20862219433518,79.05214750475317,True,Mainpuri,12,unlabeled (numeric)
NA.16.kml,non_sugarcane,4.0,17,True,Valid,0.1881028310439229,27.207988217666408,79.05609572848996,True,Mainpuri,19,unlabeled (numeric)
NA.16.kml,non_sugarcane,5.0,17,True,Valid,0.08300617729784003,27.20697423031074,79.05859574449579,True,Mainpuri,8,unlabeled (numeric)
NA.16.kml,non_sugarcane,6.0,17,True,Valid,0.19457441773731812,27.20678536721034,79.05910463361957,True,Mainpuri,19,unlabeled (numeric)
